Tahun,Bulan,Sandi Bank,Sandi Bank LPS,Kelompok BUKU,Unnamed: 5,Flag Syariah,Nama Bank,Kas IDR,Kas Valas,Kas Total,Giro IDR,Giro Valas,Giro Total,SBI IDR,SBIS IDR,SBN IDR,SBSN IDR,SDBI IDR,SB Lainnya IDR,SB Lainnya HTM IDR,Total SB IDR,SBN Valas,SSB Lainnya Valas,SBBI Valas,SSB Valas Lainnya HTM Valas,Total SB Valas,FASBI DF IDR Valas,TD IDR,TD Valas,RR SBN IDR Valas,AL Lainnya IDR Valas,Total OM,GWM IDR,GWM Valas,PLM,Penem Bank Lain IDR,Kewajiban Bank Lain IDR,NAB IDR,Penem Bank Lain Valas,Kewajiban Bank Lain Valas,NAB Valas,NAB Total,TOTAL AL dan net AB,Total AL,DPK Giro IDR,DPK Tabungan IDR,DPK Deposito IDR,DPK IDR,DPK Giro Valas,DPK Tabungan Valas,DPK Deposito Valas,DPK Valas,DPK,NCD IDR,NCD Valas,NCD,Kredit IDR,Kredit Valas,Total Kredit,Repo SB,Kewajiban Repo atau Kewajiban BI,Rasio AL Net AB NCD,Rasio AL Net AB DPK,Rasio AL NCD,Rasio AL DPK
2022,3,13,BUK082,KBMI 3,,0,PT Bank Permata Tbk,1462555458505,213776320089,1676331778594,10972483665066,2064207349228,13036691014294,0,0,36131526647416,0,0,233985243460,6671148713303,43036660604179,3206228194567,0,0,0,3206228194567,2370849449000,5447423028867,17745715000000,11499491528072,0,37063479005939,4344670284715.5,780575787995.98,11031067933418.94,1188989276928,2991892716725,-1802903439797,6060651193070,27089386581,6033561806489,4230658366692,79188601001371,74957942634679,39633868681336,33087992014951,72100482127563,144822342823850,25284063541631,5716752198022,8027973660146,39028789399799,183851132223649,29026606421642.4,10103042087910.5,39129648509552.9,106286302091765,23198784779980,129485086871745,0,0,2.023749,0.430721,1.91563,0.407709
2022,3,23,BUK103,KBMI 3,,0,PT Bank UOB Indonesia,477024424650,204853937845,681878362495,3795085148499,1397901291369,5192986439868,0,0,10362059795837,0,0,191165447000,0,10553225242837,1618665736462,0,0,0,1618665736462,99992361695,1049522857540,2112243000000,13307964277552,0,16569722496787,2101440832176.9,683666167359.42,6253880166432.06,251589207071,214910317295,36678889776,2337994897916,27680248248,2310314649668,2346993539444,27031624556141,24684631016697,21528478348378,9399417445885,39120131944967,70048027739230,494147642240,27159007708859,6530153016872,34183308367971,104231336107201,13190381932775.6,8948961907016.9,22139343839792.5,60065930674457,21884750220790,81950680895247,0,701694648784,1.220976,0.259342,1.114966,0.236825
2022,3,490,BUK108,KBMI 1,,0,PT Bank Neo Commerce Tbk,35132131600,0,35132131600,953215353055,0,953215353055,0,0,3645180627000,0,0,0,565553012000,4210733639000,0,0,0,0,0,615696646784,124959962428,0,0,0,740656609212,279642833250.78,0.0,559285666501.56,152758028587,81344107984,71413920603,0,0,0,71413920603,4380671731717,4309257811114,612227291805,1458818342014,7250382141207,9321427775026,0,0,0,0,9321427775026,1346351904266.4,0.0,1346351904266.4,4805212157950,0,4805212157950,0,225998410000,3.253734,0.469957,3.200692,0.462295
2022,3,31,BUA006,KBMI 2,,0,Citibank N.A.,159229558010,144509041163,303738599173,2504394080674,1321948009627,3826342090301,0,0,15053059617497,0,0,0,0,15053059617497,3434768651763,1436552539476,0,0,4871321191239,1522000000000,4198776042345,6897183223457,4761572171162,0,17379531436964,1290168190993.08,482064431352.76,4026529676044.44,180840449869,1096983066615,-916142616746,2544638285761,444023460930,2100614824831,1184472208085,35383150305393,34198678097308,29006230996525,3316122250715,10683253119196,43005606366436,18270959520918,4767750989291,1064511057429,24103221567638,67108827934074,10765031286091.6,7018064258805.6,17783095544897.2,31955178006723,10183864947999,42139042954722,0,0,1.989707,0.52725,1.9231,0.5096
2022,3,22,BUK027,KBMI 3,,0,PT Bank CIMB Niaga Tbk.,3373080608766,693541718082,4066622326848,7526424708641,1810676558720,9337101267361,0,0,57412225422812,0,0,8414742959200,1756998852491,67583967234503,5755623707966,133164608067,671311016068,0,6560099332101,8000611111112,0,10992285000000,3769607361526,0,22762503472638,5804541438023.79,881322712104.32,14253051012360.54,763346592772,2101295246558,-1337948653786,3346714532786,938422442673,2408292090113,1070343436327,80165934087531,79095590651204,59189365356723,64525767800692,69769581443378,193484714600793,17042624155437,10333896494369,16689614955410,44066135605216,237550850206009,44091498091562.3,9881917690482.8,53973415782045.1,158354044414974,19904193315882,178258237730856,293913000000,264794400000,1.485285,0.337468,1.465454,0.332962
2022,3,161,BUK036,KBMI 1,,0,PT Bank Ganesha,54905909725,487809335,55393719060,194471419435,133004796480,327476215915,0,0,334208297396,0,0,509000000000,0,843208297396,175977372904,0,0,0,175977372904,275000000000,299927535023,0,993950228478,0,1568877763501,84885443676.45,75236630427.24,395480778634.62,1087489009,2097054501,-1009565492,3319980273199,0,3319980273199,3318970707707,5225301223745,1906330516038,455019726400,486256600819,1888238461996,2829514789215,3649920547783,0,111910973579,3761831521362,6591346310577,471206744365.3,1106167261692.8,1577374006058.1,2329631174657,132900493202,2462531667859,0,0,3.312658,0.792751,1.208546,0.289217
2022,3,164,BUK040,KBMI 1,,0,PT Bank ICBC Indonesia,30221385900,44118861490,74340247390,3612520134851,979040089676,4591560224527,0,0,4742780177286,0,0,0,125000000000,4867780177286,825860989736,0,0,741440600687,1567301590423,6000000000000,0,2586420000000,17196531375760,0,25782951375760,1077941532166.83,332870632590.14,3154494962104.08,310292468627,1569615985510,-1259323516883,2749072682515,776419229496,1972653453019,713329936136,32165515823974,31452185887838,5757383274845,2098646122821,28075355007895,35931384405561,6464545714757,395801134175,9783184780575,16643531629507,52574916035068,5164344320089.3,3036422532737.1,8200766852826.4,10404528421216,17045333182376,27449861603592,0,0,3.922257,0.611803,3.835273,0.598235
2022,3,451,BUS004,KBMI 3,,1,PT Bank Syariah Mandiri,3409043587973,117906401447,3526949989420,12920162060612,89375180000,13009537240612,0,0,0,44907639098361,0,194971140731,23540081000000,68642691239092,0,0,0,43107000000,43107000000,4650000000000,0,1551852000000,0,0,6201852000000,6914380980309.24,80538059076.36,10733992736307.48,215191585880,1020001688355,-804810102475,1125250129416,0,1125250129416,320440026941,73972558720373,73652118693432,35166454833445,99131781691280,96181129485583,230479366010308,1244127325982,1602541527850,5207137053804,8053805907636,238533171917944,49907583905975.8,1374714361530.0,51282298267505.8,172047106873551,4926963783133,176974070656684,0,0,1.442457,0.310114,1.436209,0.30877
2022,3,157,BUK062,KBMI 1,,0,PT Bank Maspion Indonesia Tbk,89619183325,662410900,90281594225,535244404307,10058300000,545302704307,0,0,2430830256254,0,0,0,0,2430830256254,0,0,0,0,0,431000000000,849767384738,0,652474496790,0,1933241881528,354094898779.98,5112582980.66,723527546501.94,24610887848,503270548172,-478659660324,209221904500,243022897000,-33800992500,-512460652824,3404460755227,3916921408051,974179982963,1309260252311,9519723057392,11803163292666,132454561202,0,123174587831,255629149033,12058792441699,1637004376321.4,52053827143.7,1689058203465.1,7766959367559,279443672739,8046403040298,0,0,2.015597,0.282321,2.318997,0.324818
2022,3,494,BUK003,KBMI 1,,0,PT Bank Raya Indonesia Tbk.,17481188683,202674745,17683863428,580437283579,36425654531,616862938110,0,0,2563306171648,0,0,10609000000,666396059887,3240311231535,0,0,0,0,0,120000000000,0,0,0,0,120000000000,284537405123.61,13328346047.26,609059848389.0,22156845776,2004605657,20152240119,376961470272,71845000000,305116470272,325268710391,2736196084017,2410927373626,1254961537719,3325792029918,4903826603150,9484580170787,7334047806,0,659083254557,666417302363,10150997473150,1864608730606.1,68108539797.5,1932717270403.6,8974108617545,553006221009,9527114838554,0,0,1.415724,0.269549,1.247428,0.237506
2022,3,535,BUK057,KBMI 1,,0,PT Bank Seabank Indonesia,4299748400,0,4299748400,549571156312,0,549571156312,0,0,3006954913994,0,0,1351055260000,0,4358010173994,0,0,0,0,0,200000000000,0,0,59234582236,0,259234582236,363237189938.31,0.0,726474379876.62,255062126408,0,255062126408,0,0,0,255062126408,2985410957535,2730348831127,1264432258755,9656761695208,1186712377314,12107906331277,0,0,0,0,12107906331277,3395029423920.3,0.0,3395029423920.3,9377192492664,0,9377192492664,0,0,0.879347,0.246567,0.804219,0.225501
2022,3,536,BUS007,KBMI 1,,1,PT Bank BCA Syariah,24279430100,0,24279430100,297138144382,0,297138144382,0,0,0,895391340440,0,2151996107562,50000000000,3097387448002,0,0,0,0,0,657500000000,0,0,0,0,657500000000,233235590494.02,0.0,349853385741.03,7226665378,7383641015,-156975637,0,0,0,-156975637,3493059070612,3493216046249,1321663703074,1472199733397,4980656246663,7774519683134,0,0,0,0,7774519683134,1336224655607.6,0.0,1336224655607.6,6645795249965,0,6645795249965,0,0,2.614125,0.449295,2.614243,0.449315
2022,3,28,BUK079,KBMI 3,,0,PT Bank OCBC NISP Tbk.,724773172965,373909255720,1098682428685,6408082505483,2269065723570,8677148229053,0,0,28721536210749,0,0,4916147111932,0,33637683322681,6843228974213,4169596629788,7598762282681,0,18611587886682,99992361695,0,2514575000000,14165601590334,0,16780168952029,3827589920354.01,946861090678.02,10495763112742.08,931433761700,243888990749,687544770951,661935761488,3999126407248,-3337190645760,-2649645874809,51799667078827,54449312953636,33531412030662,22518844911482,71536073736323,127586330678467,21052090730158,12269694049050,14021269754693,47343054533901,174929385212368,23968684456275.5,11398662409231.7,35367346865507.2,93060022822237,29935290690444,122995313512681,0,0,1.464618,0.296117,1.539536,0.311264
2022,3,47,BUK087,KBMI 1,,0,PT Bank Resona Perdania,11206735700,5962174614,17168910314,363879019114,287380000000,651259019114,0,0,480334048994,0,0,0,0,480334048994,0,0,0,0,0,813000000000,0,1336317000000,73182828140,0,2222499828140,187004936989.71,103318238622.76,683964589847.7,781450856,82767003125,-81985552269,1134458269744,0,1134458269744,1052472717475,3449446758576,2396974041101,1869483702132,1940600367,4362073597158,6233497899657,3217906616282,0,1948005314856,5165911931138,11399409830795,997634650465.5,1160172516370.2,2157807166835.7,6918993150267,3611143508502,10530136658769,0,0,1.598588,0.302598,1.110837,0.210271
2022,3,949,BUK025,KBMI 1,,0,PT Bank CTBC Indonesia,34410731700,15580831411,49991563111,455766746249,267981850000,723748596249,0,0,2812105343075,0,0,0,0,2812105343075,0,0,0,0,0,124000000000,0,0,803109092968,0,927109092968,248146058487.39,99668554738.08,795297781189.02,176153827450,499449496062,-323295668612,211312993182,791501488200,-580188495018,-903484163630,2466358037359,3369842200989,2918282941131,581159052051,4772093289731,8271535282913,2713411885817,148082045065,2121933806022,4983427736904,13254963019817,1527041926927.7,1070641559866.8,2597683486794.5,7893988092415,5223966505006,13117954597421,0,0,0.949445,0.18607,1.297248,0.254232
2022,3,111,BUK031,KBMI 2,,0,PT Bank DKI,1144541093700,1815645194,1146356738894,4831310495185,5244685000,4836555180185,0,0,8359979318024,0,0,1304541130348,100000000000,9764520448372,44431722654,0,0,0,44431722654,1369895355179,7466771520520,0,5719523431826,0,14556190307525,1729041859016.25,2029831137.18,3464173211444.04,947843172689,407610478463,540232694226,280488638717,0,280488638717,820721332943,24568989698628,23748268365685,11672728580283,9536535845626,36425464207966,57634728633875,78874777011,1142682654,21474097194,101491556859,57736220190734,10005325748569.3,26152647618.9,10031478396188.2,38270949114757,0,38270949114757,0,0,2.449189,0.425538,2.367374,0.411323
2022,3,562,BUK035,KBMI 1,,0,PT Bank Fama Internasional,4010364500,0,4010364500,35704747782,0,35704747782,0,0,0,0,0,0,778136197349,778136197349,0,0,0,0,0,269400000000,0,0,0,0,269400000000,19355470091.49,0.0,38710940182.98,686502570342,0,686502570342,0,0,0,686502570342,937551272350,251048702008,184698849341,29519025050,430964461992,645182336383,0,0,0,0,645182336383,107361808516.5,0.0,107361808516.5,642162357233,0,642162357233,0,0,8.732633,1.453157,2.338342,0.389112
2022,3,110,BUK046,KBMI 2,,0,PT Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,2458631186125,12686302256,2471317488381,6245704898807,173253212388,6418958111195,0,0,11208807210170,0,0,7518956457954,503324766729,19231088434853,1126212574454,0,0,0,1126212574454,2500000000000,7997687092248,0,9825685943684,0,20323373035932,3517143320067.63,66721317461.7,7234450592520.36,1785471433598,1203171207020,582300226578,1425003295642,0,1425003295642,2007303522220,32737656712302,30730353190082,30880546309229,22511524243156,63846040116536,117238110668921,694415185980,49578912896,2592071774209,3336065873085,120574176542006,22402225177369.1,482405407083.7,22884630584452.8,97213812384475,1042481389368,98256293773843,0,0,1.430552,0.271514,1.342838,0.254866
2022,3,119,BUK088,KBMI 1,,0,PT Bank Pembangunan Daerah Riau Kepri,576765561100,14565628475,591331189575,1915222003513,5091765000,1920313768513,706752106282,0,3008737308463,0,0,0,1985396228489,5700885643234,0,0,0,0,0,2843000000000,0,0,0,0,2843000000000,777162241179.9,1718375272.06,1559479608175.98,218404268964,513480883793,-295076614829,96399046556,0,96399046556,-198677568273,6533096579932,6731774148205,8081581151058,6594688454176,11229138434096,25905408039330,13282499935,0,72636263668,85918763603,25991326802933,5525794724979.8,11248376347.3,5537043101327.1,18861348978943,0,18861348978943,0,0,1.179889,0.251356,1.21577,0.259
2022,3,441,BUK018,KBMI 2,,0,PT Bank KB Bukopin Tbk,380513267651,4602577020,385115844671,1943390575840,230457714588,2173848290428,0,0,3352508460071,0,0,1310000000000,149600000000,4812108460071,1432856958404,0,0,0,1432856958404,354972884015,0,1652435000000,0,0,2007407884015,1178872867770.21,96860866117.82,2648328333893.88,74719702014,2908588116782,-2833868414768,3291826663482,7184499999856,-3892673336374,-6726541751142,-1397306531229,5329235219913,2133741068255,8236028766412,28925992424340,39295762259007,273680692490,411101416546,4158261196855,4843043305891,44138805564898,6003530192834.1,621260752396.3,6624790945230.4,50946144111576,1785706310185,52731850421761,2039366567058,2137806716952,-0.21092,-0.031657,0.804438,0.120738
2022,3,123,BUK051,KBMI 1,,0,PT Bank Pembangunan Daerah Kalimantan Barat,313195389500,0,313195389500,1286915699822,0,1286915699822,0,0,864304093939,0,0,617887350000,0,1482191443939,0,0,0,0,0,744800000000,742000000000,0,0,0,1486800000000,505495424181.81,0.0,1010990848363.62,1062471016364,14914723525,1047556292839,0,0,0,1047556292839,3482285203554,2434728910715,5048117187114,7220035134552,4581695151061,16849847472727,0,0,0,0,16849847472727,4138615211605.9,0.0,4138615211605.9,12949873394686,0,12949873394686,0,0,0.841413,0.206665,0.588295,0.144495
2022,3,151,BUK067,KBMI 1,,0,"PT Bank Mestika Dharma, Tbk",179454902009,564025247,180018927256,756442868032,2730110000,759172978032,0,0,5913505944070,0,0,10399264000,0,5923905208070,0,0,0,0,0,23800000000,0,0,44425934159,0,68225934159,342933052243.53,1154432870.9,689329403099.76,3495665560,5538309218,-2042643658,44664249354,0,44664249354,42621605696,5955526998267,5912905392571,1213079387000,3898494413644,6319527940807,11431101741451,2037009159,17264479309,38420155077,57721643545,11488823384996,2165424934273.9,9632462048.1,2175057396322.0,8376659695885,25073773955,8401733469840,756245050000,730846552731,2.738101,0.518375,2.718505,0.514665
2022,3,116,BUS013,KBMI 1,,1,PT Bank Aceh Syariah,1279884506736,0,1279884506736,1292200059669,0,1292200059669,0,0,0,3623065543594,0,100071549633,639000000000,4362137093227,0,0,0,0,0,1326400000000,0,0,0,1537039000000,2863439000000,698041634215.68,0.0,1047062451323.52,64288370406,16086294845,48202075561,0,0,0,48202075561,8100758649653,8052556574092,9090872138844,8846968241287,5330214093725,23268054473856,0,0,0,0,23268054473856,5914373523411.8,0.0,5914373523411.8,16398550416953,0,16398550416953,0,0,1.369673,0.348149,1.361523,0.346077
2022,3,126,BUK093,KBMI 1,,0,PT Bank Pembangunan Daerah Sulawesi Selatan dan Sulawesi Barat,380300581600,165660550,380466242150,1548157919169,229712000,1548387631169,0,0,761616694024,0,0,0,415669277217,1177285971241,0,0,0,0,0,572972502100,0,0,0,0,572972502100,635680728230.25,33483289.78,1271461906329.84,1494925421618,760847571163,734077850455,88269473451,401996000000,-313726526549,420351323906,1776618275499,1356266951593,8346059178556,3829872179194,9013426249925,21189357607675,56344334,1181367355,436452800,1674164489,21191031772164,4554122032317.5,414958786.7,4554536991104.2,20936340636869,32600856253,20968941493122,0,0,0.390076,0.083838,0.297783,0.064001
2022,3,46,BUK109,KBMI 2,,0,PT Bank DBS Indonesia,173315894349,227849309543,401165203892,2899642331980,1252173021561,4151815353541,0,0,11467166357034,0,0,1787145222136,57500000000,13311811579170,5609809204589,16579737752,0,428264466257,6054653408598,1300000000000,4498754435907,1796125000000,2790264086372,0,10385143522279,1178903099789.01,579576554579.86,4096535863317.6,477751740234,1338083451762,-860331711528,1694920331192,214326771030,1480593560162,620261848634,26780345972282,26160084123648,12506818908936,5138028156306,21651922927725,39296769992967,17992016566117,4702450670343,6284360492533,28978827728993,68275597721960,7458646412345.1,7436776220191.3,14895422632536.4,31385051077809,16824734440389,48209785518198,0,0,1.79789,0.392238,1.756249,0.383154
2022,3,128,BUS014,KBMI 1,,1,PT Bank NTB Syariah,356297886750,0,356297886750,584288640383,0,584288640383,0,0,0,788767418997,0,0,2125644000000,2914411418997,0,0,0,0,0,990000000000,0,0,0,0,990000000000,290364108213.93,0.0,435546162320.895,235991257,54063749641,-53827758384,0,0,0,-53827758384,4065259917211,4119087675595,1982801465926,2275275084818,5420727056387,9678803607131,0,0,0,0,9678803607131,1819495670861.9,0.0,1819495670861.9,7719313566699,0,7719313566699,0,0,2.234278,0.420016,2.263862,0.425578
2022,3,167,BUK056,KBMI 1,,0,PT Bank QNB Indonesia Tbk,23363556700,6163918924,29527475624,458084551834,143690000000,601774551834,0,0,390278301413,0,0,0,182984268601,573262570014,0,0,0,135335858083,135335858083,477000000000,0,1867970000000,1663168803204,0,4008138803204,244671526066.62,70006671476.64,699363066563.16,1710452557,6300675483,-4590222926,448060913017,1446211974,446614701043,442024478117,4457702346085,4015677867968,478014540446,571069091579,7106633903529,8155717535554,1647593714070,0,1852739859762,3500333573832,11656051109386,1025388479960.4,679552100197.2,1704940580157.6,8956994002239,1140484794929,10097478797168,0,0,2.614579,0.382436,2.355318,0.344514
2022,3,97,BUK063,KBMI 2,,0,PT Bank Mayapada Internasional Tbk.,298266153500,3091090485,301357243985,7070050622332,183362729108,7253413351440,0,0,7048364096010,0,0,0,0,7048364096010,0,0,0,0,0,2826000000000,7597837971127,2126612000000,1801461620167,0,14351911591294,2932601633636.28,85517594448.88,6121756050619.2,134151769473,2841563293048,-2707411523575,929331106281,0,929331106281,-1778080417294,18037090586731,19815171004025,3971355287480,11440231899177,82341800601219,97753387787876,345791397064,185399192198,3744689133182,4275879722444,102029267510320,12857656216119.0,533826090096.8,13391482306215.8,63591076792299,1098310056798,64689386849097,0,0,1.346907,0.176783,1.479684,0.19421
2022,3,548,BUK071,KBMI 1,,0,PT Bank Multiarta Sentosa,148729210700,1091446370,149820657070,2009301968589,98930565000,2108232533589,0,0,7194130858847,0,0,226877250000,305000000000,7726008108847,186209178579,0,0,0,186209178579,267100000000,0,1293210000000,1423319946379,0,2983629946379,502767837364.02,52181230896.24,1162079367416.76,113612412956,2000000000,111612412956,925654419015,0,925654419015,1037266831971,11942261570758,10904994738787,3743662706128,1640225750529,11375039455477,16758927912134,1460136697582,0,1148924847230,2609061544812,19367989456946,2752670482544.8,552933493997.6,3305603976542.4,7810778751256,108838258339,7919617009595,0,0,3.612732,0.616597,3.298941,0.563042
2022,3,132,BUK081,KBMI 1,,0,PT Bank Pembangunan Daerah Papua,535102449159,0,535102449159,1679720748429,0,1679720748429,0,0,1250758349695,0,0,0,380106744649,1630865094344,0,0,0,0,0,57000000000,849729308458,0,1997122214678,0,2903851523136,577114518217.62,0.0,1154229036435.24,217967738582,180952394953,37015343629,0,0,0,37015343629,4675104859395,4638089515766,9761932401844,5925538155075,3549680050335,19237150607254,0,0,0,0,19237150607254,5061209172109.2,0.0,5061209172109.2,16955245723673,0,16955245723673,0,0,0.923713,0.243024,0.916399,0.2411
2022,3,520,BUK083,KBMI 1,,0,PT Prima Master Bank,35126585639,0,35126585639,111903852026,0,111903852026,0,0,50285566279,0,0,0,164681592847,214967159126,0,0,0,0,0,0,145000000000,0,233217271006,0,378217271006,65347388556.06,0.0,130694777112.12,1182438459,30574907767,-29392469308,0,0,0,-29392469308,350098639974,379491109282,94368760350,220460252119,1863417272733,2178246285202,0,0,0,0,2178246285202,280790431014.0,0.0,280790431014.0,1448456859434,0,1448456859434,0,0,1.246832,0.160725,1.35151,0.174218
2022,3,147,BUS001,KBMI 1,,1,PT Bank Muamalat Indonesia Tbk,627157205050,36162137494,663319342544,5228345860502,40451968025,5268797828527,0,0,0,5164886746233,0,163730383368,21081069000000,26409686129601,0,0,0,0,0,318000000000,0,862140000000,0,148119000,1180288119000,1271075124916.29,33676715764.64,2058157908315.315,60906790415,1256953510314,-1196046719899,797274003784,359924838409,437349165375,-758697554524,29400484116152,30159181670676,4899535493417,15719704868799,21749930468327,42369170830543,432823531222,313872954172,2620975091070,3367671576464,45736842407007,8360765155497.5,486106454725.2,8846871610222.7,17343669220477,1600396714123,18944065934600,0,0,3.323263,0.642818,3.409022,0.659406
2022,3,76,BUK019,KBMI 1,,0,PT Bank Bumi Arta Tbk.,50509541900,1086669400,51596211300,501669365022,7902950000,509572315022,0,0,122319542929,0,0,0,0,122319542929,0,0,0,0,0,688500000000,0,0,2166369181450,0,2854869181450,182257029962.16,1514566841.72,369057760449.48,9709919543,1080421670,8629497873,16947764026,0,16947764026,25577261899,3011105155347,2985527893448,1437499677432,439501105081,4198233549559,6075234332072,14818648829,8965152173,51944541084,75728342086,6150962674158,982923589709.8,12329594409.0,995253184118.8,4014524627714,71473457174,4085998084888,0,0,3.025466,0.489533,2.999767,0.485375
2022,3,459,BUK012,KBMI 1,,0,PT Bank Bisnis Internasional,18817315306,0,18817315306,19384772890,0,19384772890,1482201312569,0,9900078812,0,0,0,0,1492101391381,0,0,0,0,0,500000000000,152652901846,0,0,0,652652901846,37579993961.7,0.0,75159987923.4,94599914224,0,94599914224,0,0,0,94599914224,2164816313762,2070216399538,933016531960,18839840415,300810093015,1252666465390,0,0,0,0,1252666465390,315637921014.0,0.0,315637921014.0,895700402585,0,895700402585,0,0,6.858543,1.728166,6.558832,1.652647
2022,3,67,BUA007,KBMI 1,,0,Deutsche Bank AG.,0,0,0,1612710661745,287380000000,1900090661745,0,0,6358432648122,0,0,0,0,6358432648122,3124784689886,0,0,0,3124784689886,0,9141167514730,862140000000,0,0,10003307514730,393515902653.6,107696115057.92,1110120150480.96,187357071151,5547893673943,-5360536602792,1429714025775,176784491560,1252929534215,-4107607068577,15667676277713,19775283346290,6459331182825,0,6657865572295,13117196755120,5374030583486,0,10775169410,5384805752896,18502002508016,2603585912077.0,1613286691986.8,4216872604063.8,7159394605226,1405001205349,8564395810575,0,0,3.715472,0.846809,4.689561,1.068818
2022,3,2,BUK086,KBMI 4,,0,PT Bank Rakyat Indonesia (Persero) Tbk.,16712907772483,1378462154466,18091369926949,42472648797460,8702250385230,51174899182690,0,0,187363662654274,0,0,10587412402361,14743354376696,212694429433331,35880924107185,23260139666915,0,41158344419170,100299408193270,0,37500000000000,10058049740156,15264823757720,5646427430,62828519925306,29123091768212.52,2958699888033.44,67122283200525.36,1375859339407,4627050390192,-3251191050785,21549319401851,3123801907544,18425517494307,15174326443522,272846477694120,257672151250598,152381346812466,481795484610979,336592894183639,970769725607084,74894762730786,4115507587946,68924724082940,147934994401672,1118704720008756,223912338845397.4,30595553503913.6,254507892349311.0,886758592048984,88043066798079,974801658847063,15310221324892,13773371013927,1.072055,0.243894,1.012432,0.23033
2022,3,153,BUK092,KBMI 2,,0,PT Bank Sinarmas Tbk.,416258999250,244719202863,660978202113,1979570808514,246331369308,2225902177822,0,0,8994732926789,0,0,3877909668710,265721461538,13138364057037,114957861255,113255599739,0,84441970377,312655431371,4414200000000,0,3233054635919,2555063195640,0,10202317831559,1045552889932.32,114540669844.18,2434727789397.18,169370772920,131340802216,38029970704,1334262832845,43573247676,1290689585169,1328719555873,19932787206238,18604067650365,11363957589781,10791045346426,12696760061537,34851762997744,4533281702291,0,1193751789918,5727033492209,40578796489953,7916176887015.8,1479359689679.1,9395536576694.9,17202138809390,903850555011,18105989364401,0,0,2.121516,0.491211,1.980096,0.458467
2022,3,117,BUK098,KBMI 1,,0,PT Bank Pembangunan Daerah Sumatera Utara,868079618440,497167400,868576785840,2044826579497,517284000,2045343863497,196846000000,0,1117139488387,0,0,52512844324,1059492184640,2425990517351,0,0,0,0,0,265000000000,2049402096154,0,6674099909136,0,8988502005290,1020747852737.61,238337680.5,2042210718516.72,85839147453,147440646754,-61601499301,17675889132,0,17675889132,-43925610169,10109285623909,10153211234078,11023751731454,10498099193220,12503077499913,34024928424587,0,1005065425,10911818600,11916884025,34036845308612,7706863027393.5,1392701487.5,7708255728881.0,25638325857305,0,25638325857305,0,0,1.311488,0.29701,1.317186,0.2983
2022,3,526,BUK059,KBMI 1,,0,PT. Bank Oke Indonesia,19335163300,0,19335163300,199110897545,0,199110897545,0,0,720778281322,0,0,0,0,720778281322,0,0,0,0,0,88000000000,0,0,135363265194,0,223363265194,106080168287.97,0.0,212160336575.94,244533489561,374159301386,-129625811825,0,0,0,-129625811825,714721290672,844347102497,218325108298,345445170990,2972235330311,3536005609599,0,0,0,0,3536005609599,466354616817.5,0.0,466354616817.5,5429210186320,0,5429210186320,0,0,1.53257,0.202126,1.810525,0.238785
2022,3,506,BUS005,KBMI 1,,1,PT Bank Mega Syariah,57426409794,665859460,58092269254,1024439592807,15805900000,1040245492807,0,0,0,0,0,1945076999999,0,1945076999999,0,0,0,0,0,0,0,0,0,0,0,222308609964.63,15268922735.16,402173067255.165,7653763983,135334620242,-127680856259,20793159767,0,20793159767,-106887696492,2296776465613,2403664162105,1431864144071,1289657243273,4688765611477,7410286998821,117829193814,12344765975,1396718313727,1526892273516,8937179272337,1285332977350.9,178724019309.4,1464056996660.3,5769005506765,1873717600000,7642723106765,0,0,1.568775,0.256991,1.641783,0.268951
2022,3,124,BUK054,KBMI 1,,0,PT Bank Pembangunan Daerah Kalimantan Timur dan Kalimantan Utara,817564184099,3227731332,820791915431,2114591613428,18029933820,2132621547248,0,0,3436138061960,0,0,645992850000,518808000000,4600938911960,0,0,0,0,0,455000000000,1149672751502,0,2033670160616,0,3638342912118,709526814584.25,120772764.06,1419415947460.68,1120926752130,576384339797,544542412333,478480658505,402332000000,76148658505,620691070838,8576959287338,7956268216500,8379683854131,8460717325187,6810492640157,23650893819475,2984105496,239689289,2814843418,6038638203,23656932457678,5733169617811.1,1248622777.3,5734418240588.4,16122007404676,90509409488,16212516814164,572224090000,514786775448,1.495698,0.362555,1.387458,0.336318
2022,3,213,BUK017,KBMI 3,,0,PT Bank BTPN Tbk,1065007689889,33210855252,1098218545141,4325166453632,1813446829500,6138613283132,0,0,13524416985771,0,0,0,0,13524416985771,0,0,0,0,0,3830000000000,7098016432222,1221365000000,0,0,12149381432222,2492541073468.53,252092257648.16,5741358919881.54,598257036778,35560999681,562696037097,737759620767,5582356500000,-4844596879233,-4281900842136,20142737153131,24424637995267,16752464298087,8987567475902,57344670674962,83084702448951,8029452455904,390696524548,4184463901956,12604612882408,95689315331359,13456476599692.9,2944491084331.2,16400967684024.1,85307297846271,46411567825456,131718865671727,0,0,1.228143,0.210501,1.489219,0.255249
